parameter,chr,position,value,length,exons,fbgn,id,fbpp,state,recomb,type,breadth,normexp
omega,Chr1,25098547,0.1212,441,5,FBgn0138598,scaffold92.9,FBpp0165066,0,0,1,5,13.8404
omega,Chr1,2763304,0.1209,1292,5,FBgn0138868,scaffold38.84,FBpp0165336,0,0,1,5,7.13314
omega,Chr1,17571360,0.1209,518,3,FBgn0137814,scaffold58.55,FBpp0164281,1,0,1,5,12.3234
omega,Chr1,1407108,0.1208,924,4,FBgn0138941,scaffold50.4,FBpp0165409,0,0,1,5,6.8632
omega,Chr1,5794776,0.1208,609,4,FBgn0133898,scaffold45.17,FBpp0160354,0,0,1,3,9.2381
omega,Chr1,4260032,0.1201,589,3,FBgn0139245,scaffold138.11,FBpp0165714,0,0,1,5,48.8828
omega,Chr1,1822799,0.1197,568,4,FBgn0138920,scaffold54.7,FBpp0165388,0,0,1,3,16.0232
omega,Chr1,5904005,0.1195,947,6,FBgn0133734,scaffold45.2,FBpp0160188,0,0,1,5,7.13682
omega,Chr1,19956758,0.1195,845,2,FBgn0137702,scaffold60_1.12,FBpp0164168,1,0,1,3,3.6192
omega,Chr1,13322950,0.1191,504,1,FBgn0138084,scaffold42.64,FBpp0164552,0,0,1,2,5.5162
omega,Chr1,5798505,0.1188,914,3,FBgn0133746,scaffold45.16,FBpp0160200,0,0,1,2,1.81577
omega,Chr1,22613947,0.1183,214,3,FBgn0138515,scaffold87.19,FBpp0164983,1,0,1,5,161.921
omega,Chr1,19458726,0.1182,606,3,FBgn0138378,scaffold56.21,FBpp0164846,1,0,1,2,2.04782
omega,Chr1,12224690,0.1181,175,3,FBgn0144164,scaffold30.64,FBpp0170651,0,0,1,5,479.204
omega,Chr1,17224249,0.1178,613,3,FBgn0137831,scaffold67.28,FBpp0164298,1,0,1,5,10.8672
omega,Chr1,4874193,0.1176,453,2,FBgn0133801,scaffold45.103,FBpp0160255,0,0,1,2,4.55735
omega,Chr1,28777325,0.1175,139,1,FBgn0138738,scaffold154.6,FBpp0165206,0,1,1,5,78.3002
omega,Chr1,25143306,0.1173,683,9,FBgn0137509,scaffold92.14,FBpp0163975,0,0,1,5,17.0466
omega,Chr1,14903845,0.1172,103,2,FBgn0137933,scaffold57.16,FBpp0164400,1,0,1,5,267.188
omega,Chr1,623079,0.1171,174,3,FBgn0139058,scaffold50.85,FBpp0165527,0,0,1,5,48.0916
omega,Chr1,27625941,0.1167,314,3,FBgn0138710,scaffold53.9,FBpp0165178,0,1,1,5,14.9847
omega,Chr1,13278164,0.116,246,4,FBgn0138079,scaffold42.71,FBpp0164547,0,0,1,5,23.753
omega,Chr1,16230337,0.1157,505,2,FBgn0137878,scaffold180.2,FBpp0164345,1,0,1,5,6.68164
omega,Chr1,22709658,0.1157,685,2,FBgn0138528,scaffold87.36,FBpp0164996,1,0,1,5,11.7011
omega,Chr1,27381061,0.1151,181,1,FBgn0138696,scaffold53.35,FBpp0165164,0,1,1,2,9.66935
omega,Chr1,22701405,0.1149,611,8,FBgn0138526,scaffold87.35,FBpp0164994,1,0,1,5,11.7011
omega,Chr1,5064876,0.1146,244,4,FBgn0133795,scaffold45.94,FBpp0160249,0,0,1,3,184.759
omega,Chr1,2323755,0.1143,176,1,FBgn0139148,scaffold54.44,FBpp0165617,0,0,1,4,25.4895
omega,Chr1,25116985,0.1143,968,4,FBgn0138599,scaffold92.12,FBpp0165067,0,0,1,5,6.09686
omega,Chr1,22241144,0.1139,423,2,FBgn0137618,scaffold241.1,FBpp0164084,1,0,1,5,13.157
omega,Chr1,11004449,0.1138,1123,9,FBgn0144221,scaffold78.34,FBpp0170708,0,0,1,4,7.47875
omega,Chr1,12426118,0.1136,182,4,FBgn0138046,scaffold30.86,FBpp0164514,0,0,1,5,121.41
omega,Chr1,23451814,0.1136,136,1,FBgn0137578,scaffold61.21,FBpp0164044,1,0,1,5,22.6618
omega,Chr1,26470889,0.1133,347,1,FBgn0138663,scaffold53.75,FBpp0165131,0,1,1,1,3.93568
omega,Chr1,14332811,0.1131,619,2,FBgn0138133,scaffold79.11,FBpp0164601,1,0,1,1,7.70772
omega,Chr1,22373023,0.1129,634,2,FBgn0138504,scaffold87.6,FBpp0164972,1,0,1,0,0
omega,Chr1,7642040,0.1125,311,2,FBgn0133664,scaffold39.15,FBpp0160118,0,0,1,2,2.46767
omega,Chr1,12008124,0.1125,940,2,FBgn0144177,scaffold30.40,FBpp0170664,0,0,1,5,34.9658
omega,Chr1,21197696,0.1123,407,4,FBgn0138449,scaffold89.7,FBpp0164917,1,0,1,0,0
omega,Chr1,4283559,0.1121,547,5,FBgn0139247,scaffold138:hit:317247,FBpp0165716,0,0,1,3,20.3569
omega,Chr1,21435908,0.1121,699,1,FBgn0138467,scaffold93.14,FBpp0164935,1,0,1,4,2.74962
omega,Chr1,11549864,0.1119,860,3,FBgn0144512,scaffold30.4,FBpp0170999,0,0,1,3,7.5333
omega,Chr1,4787984,0.1117,423,3,FBgn0133811,scaffold45.117,FBpp0160265,0,0,1,5,4.8934
omega,Chr1,25607663,0.1117,217,2,FBgn0138615,scaffold97.3,FBpp0165083,0,0,1,3,7.88773
omega,Chr1,28990915,0.1113,180,3,FBgn0138747,scaffold62_1:hit:254905,FBpp0165215,0,1,1,0,0
omega,Chr1,16430368,0.1109,590,4,FBgn0137872,scaffold119.2,FBpp0164339,1,0,1,5,8.56158
omega,Chr1,15210399,0.1108,738,4,FBgn0138173,scaffold57.39,FBpp0164641,1,0,1,5,5.82678
omega,Chr1,1018133,0.1104,632,3,FBgn0139082,scaffold50.43,FBpp0165551,0,0,1,0,0
omega,Chr1,514285,0.1102,1023,6,FBgn0138996,scaffold50.105,FBpp0165464,0,0,1,5,14.0619
omega,Chr1,15649215,0.1102,276,5,FBgn0138194,scaffold86.6,FBpp0164662,1,0,1,5,42.4946
omega,Chr1,14904724,0.1101,252,2,FBgn0138155,scaffold57.17,FBpp0164623,1,0,1,5,30.2264
omega,Chr1,20554024,0.1101,189,1,FBgn0137672,scaffold60_1.47,FBpp0164138,1,0,1,2,34.8379
omega,Chr1,19013675,0.1098,391,3,FBgn0137750,scaffold56.51,FBpp0164216,1,0,1,5,14.423
omega,Chr1,3512213,0.1096,271,2,FBgn0139202,scaffold38.23,FBpp0165671,0,0,1,5,13.5811
omega,Chr1,4823040,0.1094,1189,10,FBgn0133848,scaffold45.106,FBpp0160303,0,0,1,4,3.7014
omega,Chr1,17834729,0.1094,151,1,FBgn0138290,scaffold58.37,FBpp0164758,1,0,1,5,255.93
omega,Chr1,25199853,0.1093,419,5,FBgn0137506,scaffold92.16,FBpp0163972,0,0,1,5,19.2391
omega,Chr1,21880954,0.1092,348,4,FBgn0138486,scaffold36_1.10,FBpp0164954,1,0,1,2,7.65845
omega,Chr1,13282126,0.1091,1830,7,FBgn0138080,scaffold42.70,FBpp0164548,0,0,1,5,23.753
omega,Chr1,17914388,0.109,389,3,FBgn0138297,scaffold58.29,FBpp0164765,1,0,1,5,13.6406
omega,Chr1,21866689,0.1089,368,5,FBgn0137632,scaffold36_1.14,FBpp0164098,1,0,1,4,3.11072
omega,Chr1,3517647,0.1087,345,2,FBgn0139203,scaffold38.20,FBpp0165672,0,0,1,5,11.6951
omega,Chr1,14322477,0.1085,615,1,FBgn0138131,scaffold79.13,FBpp0164599,1,0,1,2,1.97683
omega,Chr1,4363135,0.1084,420,4,FBgn0139248,scaffold138.4,FBpp0165717,0,0,1,2,10.8383
omega,Chr1,16421658,0.1083,598,10,FBgn0138231,scaffold119.3,FBpp0164699,1,0,1,5,17.229
omega,Chr1,1379202,0.1082,359,1,FBgn0139100,scaffold50.9,FBpp0165569,0,0,1,1,4.12443
omega,Chr1,17004890,0.1082,1243,6,FBgn0138248,scaffold161.3,FBpp0164716,1,0,1,1,2.92156
omega,Chr1,4801716,0.1079,559,1,FBgn0133808,scaffold45.112,FBpp0160262,0,0,1,4,10.3201
omega,Chr1,9596548,0.1076,495,4,FBgn0144285,scaffold28.78,FBpp0170772,0,0,1,5,29.5474
omega,Chr1,10497818,0.1074,570,2,FBgn0144241,scaffold28.18,FBpp0170728,0,0,1,5,18.3126
omega,Chr1,21454346,0.1071,460,2,FBgn0137640,scaffold93.9,FBpp0164106,1,0,1,5,31.63
omega,Chr1,24110572,0.1071,114,1,FBgn0138570,scaffold42:hit:210176,FBpp0165038,1,0,1,5,37.0588
omega,Chr1,22652043,0.107,288,4,FBgn0138520,scaffold87.27,FBpp0164988,1,0,1,4,58.1525
omega,Chr1,24402879,0.1068,806,6,FBgn0138582,scaffold42.31,FBpp0165050,1,0,1,4,45.5243
omega,Chr1,15155600,0.1067,1138,8,FBgn0137924,scaffold57.33,FBpp0164391,1,0,1,5,16.344
omega,Chr1,25692343,0.1067,254,2,FBgn0138630,scaffold97.21,FBpp0165098,0,0,1,4,16.7679
omega,Chr1,24207159,0.1065,848,12,FBgn0138578,scaffold42.27,FBpp0165046,1,0,1,5,20.91
omega,Chr1,614801,0.1063,142,3,FBgn0139055,scaffold50.90,FBpp0165524,0,0,1,2,3.75826
omega,Chr1,633061,0.106,176,3,FBgn0139060,scaffold50.82,FBpp0165529,0,0,1,5,24.6784
omega,Chr1,11251056,0.106,653,1,FBgn0144500,scaffold78.12,FBpp0170987,0,0,1,5,10.0064
omega,Chr1,9449898,0.1057,1030,7,FBgn0144293,scaffold28.91,FBpp0170780,0,0,1,4,4.6928
omega,Chr1,14991809,0.1057,254,5,FBgn0138159,scaffold57.25,FBpp0164627,1,0,1,5,62.3714
omega,Chr1,26069164,0.1057,247,3,FBgn0137461,scaffold179.7,FBpp0163927,0,0,1,5,55.4262
omega,Chr1,5687175,0.1056,509,6,FBgn0133754,scaffold45.28,FBpp0160208,0,0,1,5,92.9958
omega,Chr1,13518517,0.1053,561,2,FBgn0137990,scaffold42.49,FBpp0164458,0,0,1,5,11.3672
omega,Chr1,19162845,0.1052,409,2,FBgn0138362,scaffold56.38,FBpp0164830,1,0,1,5,17.9116
omega,Chr1,13909638,0.105,315,3,FBgn0138109,scaffold96.1,FBpp0164577,1,0,1,2,8.62385
omega,Chr1,17148647,0.105,277,1,FBgn0138254,scaffold67.12,FBpp0164722,1,0,1,5,31.4632
omega,Chr1,19402062,0.1047,319,1,FBgn0137733,scaffold56.27,FBpp0164199,1,0,1,2,19.3368
omega,Chr1,19963915,0.1044,396,2,FBgn0137701,scaffold60_1.13,FBpp0164167,1,0,1,5,21.0184
omega,Chr1,796340,0.1043,604,3,FBgn0139067,scaffold50.69,FBpp0165536,0,0,1,5,59.6504
omega,Chr1,25727440,0.1039,922,2,FBgn0137471,scaffold97.31,FBpp0163937,0,0,1,5,22.8348
omega,Chr1,5184651,0.1037,1222,3,FBgn0133783,scaffold45.72,FBpp0160237,0,0,1,5,12.0841
omega,Chr1,17207860,0.1037,353,1,FBgn0137835,scaffold67.23,FBpp0164302,1,0,1,5,6.39916
omega,Chr1,13455816,0.1036,995,5,FBgn0137993,scaffold42.55,FBpp0164461,0,0,1,5,11.702
omega,Chr1,7416822,0.1035,911,3,FBgn0133673,scaffold39.23,FBpp0160127,0,0,1,5,11.7163
omega,Chr1,8554969,0.1035,731,6,FBgn0144386,scaffold71.5,FBpp0170873,0,0,1,5,35.5136
omega,Chr1,18070575,0.1033,249,2,FBgn0138311,scaffold58.18,FBpp0164779,1,0,1,5,147.794
omega,Chr1,8494128,0.1029,246,4,FBgn0144382,scaffold71.13,FBpp0170869,0,0,1,5,62.3832
omega,Chr1,28824748,0.1029,403,4,FBgn0137367,scaffold154.1,FBpp0163833,0,1,1,2,5.50115
omega,Chr1,28401770,0.1028,667,11,FBgn0138726,scaffold36_2.18,FBpp0165194,0,1,1,5,10.2648
omega,Chr1,22665272,0.1021,301,2,FBgn0138524,scaffold87.31,FBpp0164992,1,0,1,1,4696.65
omega,Chr1,9408646,0.1018,751,4,FBgn0144411,scaffold28.96,FBpp0170898,0,0,1,5,28.3638
omega,Chr1,2791715,0.1016,1117,3,FBgn0138864,scaffold38.79,FBpp0165332,0,0,1,5,5.333
omega,Chr1,13346002,0.1016,237,1,FBgn0137999,scaffold42:hit:210853,FBpp0164467,0,0,1,5,86.0552
omega,Chr1,27792247,0.1015,600,3,FBgn0138714,scaffold53.3,FBpp0165182,0,1,1,5,6.29798
omega,Chr1,6612881,0.1013,140,2,FBgn0133935,scaffold39.72,FBpp0160391,0,0,1,5,34.7254
omega,Chr1,19483460,0.1013,776,1,FBgn0137730,scaffold56.17,FBpp0164196,1,0,1,5,10.4431
omega,Chr1,11038716,0.1012,82,2,FBgn0144219,scaffold78:hit:275998,FBpp0170706,0,0,1,5,12.8912
omega,Chr1,17111930,0.1012,290,4,FBgn0137847,scaffold67.3,FBpp0164314,1,0,1,5,90.1112
omega,Chr1,19515507,0.1012,1366,2,FBgn0138383,scaffold56.13,FBpp0164851,1,0,1,2,3.36052
omega,Chr1,13496137,0.1011,443,2,FBgn0138089,scaffold42.53,FBpp0164557,0,0,1,5,18.9594
omega,Chr1,25067354,0.1009,692,6,FBgn0137515,scaffold92.7,FBpp0163981,0,0,1,2,19.5694
omega,Chr1,2502733,0.1007,205,2,FBgn0138892,scaffold54.55,FBpp0165360,0,0,1,1,108.905
omega,Chr1,25103050,0.1005,1930,11,FBgn0137513,scaffold92.10,FBpp0163979,0,0,1,4,7.50692
omega,Chr1,25747383,0.1004,524,7,FBgn0138638,scaffold97.34,FBpp0165106,0,0,1,5,39.0906
omega,Chr1,24914308,0.1001,1825,8,FBgn0137526,scaffold62_2.2,FBpp0163992,0,0,1,4,15.9126
omega,Chr1,26228364,0.1001,451,2,FBgn0138649,scaffold130.16,FBpp0165117,0,0,1,5,3.76468
omega,Chr1,23292771,0.0998,391,3,FBgn0137587,scaffold61.35,FBpp0164053,1,0,1,0,0
omega,Chr1,14977105,0.0994,364,5,FBgn0138158,scaffold57.23,FBpp0164626,1,0,1,5,31.4158
omega,Chr1,13254021,0.0991,585,3,FBgn0138007,scaffold42.72,FBpp0164475,0,0,1,3,6.7451
omega,Chr1,9934195,0.099,770,3,FBgn0144439,scaffold28.54,FBpp0170926,0,0,1,5,13.0437
omega,Chr1,480024,0.0987,850,6,FBgn0139002,scaffold50.114,FBpp0165470,0,0,1,5,16.5523
omega,Chr1,13175628,0.0987,689,1,FBgn0138072,scaffold42.84,FBpp0164540,0,0,1,5,12.3999
omega,Chr1,22733917,0.0987,403,7,FBgn0137605,scaffold87.39,FBpp0164071,1,0,1,5,9.68898
omega,Chr1,23437160,0.0986,113,2,FBgn0137581,scaffold61.27,FBpp0164047,1,0,1,5,157.911
omega,Chr1,788123,0.0985,391,5,FBgn0138980,scaffold50.71,FBpp0165448,0,0,1,5,9.80736
omega,Chr1,16324667,0.0985,781,3,FBgn0138227,scaffold119.8,FBpp0164695,1,0,1,5,9.08818
omega,Chr1,14578596,0.0984,130,1,FBgn0137943,scaffold_2_2.9,FBpp0164411,1,0,1,2,2.32374
omega,Chr1,4858414,0.0981,237,1,FBgn0133805,scaffold45.104,FBpp0160259,0,0,1,5,36.8038
omega,Chr1,2867501,0.098,164,3,FBgn0139176,scaffold38.61,FBpp0165645,0,0,1,0,0
omega,Chr1,5908985,0.0979,306,6,FBgn0133733,scaffold45.1,FBpp0160187,0,0,1,5,9.59382
omega,Chr1,5844654,0.0975,357,6,FBgn0133743,scaffold45.12,FBpp0160197,0,0,1,5,66.1844
omega,Chr1,29047135,0.0975,430,3,FBgn0138750,scaffold62_1.10,FBpp0165218,0,1,1,3,3486.23
omega,Chr1,5724244,0.0974,573,5,FBgn0133749,scaffold45.21,FBpp0160203,0,0,1,3,8.71533
omega,Chr1,20035651,0.0973,603,8,FBgn0137697,scaffold60_1.21,FBpp0164163,1,0,1,4,7.36688
omega,Chr1,21986017,0.0972,627,4,FBgn0137624,scaffold36_1.1,FBpp0164090,1,0,1,5,6.62042
omega,Chr1,21347109,0.0969,121,2,FBgn0138461,scaffold93.24,FBpp0164929,1,0,1,5,23.8674
omega,Chr1,21843655,0.0969,206,5,FBgn0137634,scaffold36_1.17,FBpp0164100,1,0,1,4,23.0646
omega,Chr1,24975100,0.0967,258,4,FBgn0137523,scaffold92.2,FBpp0163989,0,0,1,2,2.63192
omega,Chr1,6967216,0.0964,514,3,FBgn0133946,scaffold39.54,FBpp0160402,0,0,1,4,3.29165
omega,Chr1,21416331,0.0963,337,4,FBgn0138466,scaffold93.16,FBpp0164934,1,0,1,5,13.9785
omega,Chr1,7672684,0.0962,408,7,FBgn0133661,scaffold39.11,FBpp0160115,0,0,1,5,68.7282
omega,Chr1,5417905,0.0961,371,1,FBgn0133886,scaffold45.40,FBpp0160342,0,0,1,4,704.89
omega,Chr1,26425779,0.0961,510,3,FBgn0138661,scaffold53.78,FBpp0165129,0,1,1,5,9.44684
omega,Chr1,17335184,0.0959,282,4,FBgn0138269,scaffold67.38,FBpp0164737,1,0,1,5,16.2029
omega,Chr1,17806360,0.0959,728,1,FBgn0138285,scaffold58.42,FBpp0164753,1,0,1,5,75.6836
omega,Chr1,29075096,0.0957,373,3,FBgn0137356,scaffold62_1.16,FBpp0163822,0,1,1,5,30.3328
omega,Chr1,429994,0.0955,623,4,FBgn0139007,scaffold50.119,FBpp0165475,0,0,1,5,34.6196
omega,Chr1,11972570,0.0955,400,2,FBgn0144529,scaffold30.32,FBpp0171016,0,0,1,0,0
omega,Chr1,19490594,0.0952,616,3,FBgn0138382,scaffold56.15,FBpp0164850,1,0,1,5,10.7648
omega,Chr1,5275983,0.0951,271,2,FBgn0133773,scaffold45.58,FBpp0160227,0,0,1,5,10.5145
omega,Chr1,13301198,0.0949,494,3,FBgn0138003,scaffold42.67,FBpp0164471,0,0,1,1,68.2045
omega,Chr1,15236775,0.0947,637,4,FBgn0138175,scaffold57.42,FBpp0164643,1,0,1,5,5.27816
omega,Chr1,14201410,0.0946,591,5,FBgn0138120,scaffold79.25,FBpp0164588,1,0,1,5,12.3076
omega,Chr1,21448963,0.0946,343,4,FBgn0138469,scaffold93.11,FBpp0164937,1,0,1,5,17.0885
omega,Chr1,17570110,0.0944,339,3,FBgn0138276,scaffold58.56,FBpp0164744,1,0,1,3,12.7641
omega,Chr1,5210199,0.0943,491,4,FBgn0133778,scaffold45.67,FBpp0160232,0,0,1,4,9.96162
omega,Chr1,11955949,0.0942,998,11,FBgn0144526,scaffold30.29,FBpp0171013,0,0,1,5,58.6602
omega,Chr1,17907519,0.0938,179,1,FBgn0137795,scaffold58.31,FBpp0164262,1,0,1,0,0
omega,Chr1,29070061,0.0938,411,2,FBgn0138753,scaffold62_1.14,FBpp0165221,0,1,1,2,7.5927
omega,Chr1,4007140,0.0937,254,3,FBgn0138794,scaffold113.5,FBpp0165262,0,0,1,5,5.19268
omega,Chr1,8560932,0.0933,750,5,FBgn0144326,scaffold71.4,FBpp0170813,0,0,1,5,11.2558
omega,Chr1,25686737,0.0933,258,2,FBgn0138628,scaffold97.19,FBpp0165096,0,0,1,5,154.001
omega,Chr1,8548378,0.0928,1541,7,FBgn0144327,scaffold71.6,FBpp0170814,0,0,1,5,11.2558
omega,Chr1,109712,0.0924,366,4,FBgn0139030,scaffold81.20,FBpp0165498,0,0,1,5,38.123
omega,Chr1,7160395,0.0921,562,2,FBgn0133958,scaffold39.41,FBpp0160414,0,0,1,5,17.5475
omega,Chr1,25711689,0.0921,412,3,FBgn0137473,scaffold97.26,FBpp0163939,0,0,1,5,34.8418
omega,Chr1,28460490,0.0921,609,3,FBgn0138729,scaffold36_2.21,FBpp0165197,0,1,1,1,5.48897
omega,Chr1,24874334,0.092,1134,2,FBgn0138593,scaffold62_2.5,FBpp0165061,0,0,1,0,0
omega,Chr1,5229507,0.0918,802,13,FBgn0133872,scaffold45.64,FBpp0160328,0,0,1,2,1.83617
omega,Chr1,18996123,0.0917,390,1,FBgn0084977,scaffold56.55,FBpp0164218,1,0,1,4,5.5192
omega,Chr1,12191250,0.0915,223,3,FBgn0144167,scaffold30.56,FBpp0170654,0,0,1,5,78.9322
omega,Chr1,15222120,0.0912,521,3,FBgn0137921,scaffold57.41,FBpp0164388,1,0,1,1,5.18184
omega,Chr1,6253699,0.0907,324,1,FBgn0133925,scaffold137.9,FBpp0160381,0,0,1,1,364.739
omega,Chr1,9549600,0.0906,465,4,FBgn0144419,scaffold28.80,FBpp0170906,0,0,1,5,60.4214
omega,Chr1,13593765,0.0906,1086,3,FBgn0138101,scaffold42:hit:210643,FBpp0164569,0,0,1,0,0
omega,Chr1,24202926,0.0906,198,3,FBgn0137547,scaffold42.25,FBpp0164013,1,0,1,5,12.2085
omega,Chr1,5294923,0.0903,118,3,FBgn0133771,scaffold45.55,FBpp0160225,0,0,1,5,12.539
omega,Chr1,19208468,0.0903,317,1,FBgn0138366,scaffold56.33,FBpp0164834,1,0,1,5,123.901
omega,Chr1,9892081,0.0901,566,4,FBgn0144438,scaffold28.59,FBpp0170925,0,0,1,5,52.3006
omega,Chr1,1859041,0.0899,347,1,FBgn0139128,scaffold54.9,FBpp0165597,0,0,1,5,10.4727
omega,Chr1,14834055,0.0895,154,3,FBgn0138154,scaffold57.10,FBpp0164622,1,0,1,5,255.466
omega,Chr1,15662154,0.0895,233,3,FBgn0137901,scaffold86.9,FBpp0164368,1,0,1,5,66.0342
omega,Chr1,16321803,0.0895,774,1,FBgn0137874,scaffold119.9,FBpp0164341,1,0,1,3,3.00363
omega,Chr1,10106113,0.0891,254,1,FBgn0144449,scaffold28.34,FBpp0170936,0,0,1,2,10.5213
omega,Chr1,12401224,0.0891,439,2,FBgn0138039,scaffold30.83,FBpp0164507,0,0,1,5,10.4098
omega,Chr1,15749600,0.0891,648,6,FBgn0138209,scaffold86.28,FBpp0164677,1,0,1,2,4.24742
omega,Chr1,24140734,0.0891,1248,11,FBgn0137553,scaffold42.18,FBpp0164019,1,0,1,5,12.5719
omega,Chr1,1345586,0.089,366,3,FBgn0138945,scaffold50.16,FBpp0165413,0,0,1,5,6.37498
omega,Chr1,5094054,0.0888,299,3,FBgn0133860,scaffold45.86,FBpp0160315,0,0,1,5,1088.95
omega,Chr1,29101224,0.0888,390,5,FBgn0137349,scaffold62_1.20,FBpp0163815,0,1,1,5,7.15052
omega,Chr1,289727,0.0886,521,1,FBgn0139014,scaffold81.9,FBpp0165482,0,0,1,3,1.88543
omega,Chr1,5046487,0.0877,401,4,FBgn0133853,scaffold45.98,FBpp0160308,0,0,1,5,14.8306
omega,Chr1,13199371,0.0873,588,4,FBgn0138075,scaffold42.80,FBpp0164543,0,0,1,5,9.25434
omega,Chr1,12325965,0.0872,396,2,FBgn0144552,scaffold30.78,FBpp0171040,0,0,1,4,7.97805
omega,Chr1,483518,0.0871,249,4,FBgn0139001,scaffold50.113,FBpp0165469,0,0,1,5,24.7056
omega,Chr1,5788098,0.0871,695,5,FBgn0133897,scaffold45.18,FBpp0160353,0,0,1,5,2.82124
omega,Chr1,14609648,0.0866,504,4,FBgn0137941,scaffold57.2,FBpp0164409,1,0,1,5,10.2674
omega,Chr1,418400,0.0865,158,2,FBgn0139009,scaffold50.122,FBpp0165477,0,0,1,3,9.94977
omega,Chr1,4798402,0.0865,330,3,FBgn0133809,scaffold45.114,FBpp0160263,0,0,1,4,4.16683
omega,Chr1,10548747,0.0865,1651,5,FBgn0144237,scaffold28.8,FBpp0170724,0,0,1,3,150.264
omega,Chr1,8498330,0.0864,1003,8,FBgn0144383,scaffold71.11,FBpp0170870,0,0,1,5,62.3832
omega,Chr1,2305245,0.0862,858,2,FBgn0138901,scaffold54.39,FBpp0165369,0,0,1,5,7.91748
omega,Chr1,11872350,0.0862,1179,5,FBgn0144199,scaffold30.12,FBpp0170686,0,0,1,5,9.5615
omega,Chr1,19015688,0.0856,429,1,FBgn0138356,scaffold56.50,FBpp0164824,1,0,1,2,4.28617
omega,Chr1,22609799,0.0856,534,4,FBgn0138514,scaffold87.17,FBpp0164982,1,0,1,5,46.163
omega,Chr1,9521396,0.0851,491,5,FBgn0144416,scaffold28.86,FBpp0170903,0,0,1,5,27.0398
omega,Chr1,10284725,0.0851,1069,4,FBgn0144455,scaffold28.26,FBpp0170942,0,0,1,5,24.5386
omega,Chr1,17113726,0.0848,77,1,FBgn0138250,scaffold67.4,FBpp0164718,1,0,1,5,273.7
omega,Chr1,18601752,0.0848,67,1,FBgn0137773,scaffold107.27,FBpp0164240,1,0,1,4,4.54425
omega,Chr1,9896432,0.0847,681,11,FBgn0144273,scaffold28.58,FBpp0170760,0,0,1,5,33.3196
omega,Chr1,28348543,0.0846,1179,9,FBgn0138724,scaffold36_2.13,FBpp0165192,0,1,1,5,11.3722
omega,Chr1,17344707,0.0845,331,4,FBgn0138270,scaffold67.40,FBpp0164738,1,0,1,5,19.3493
omega,Chr1,11977459,0.0843,288,6,FBgn0144184,scaffold30.34,FBpp0170671,0,0,1,5,10.4169
omega,Chr1,26727894,0.0843,617,4,FBgn0137437,scaffold53.59,FBpp0163903,0,1,1,1,3.01242
omega,Chr1,22077000,0.0842,1837,14,FBgn0138492,scaffold110.6,FBpp0164960,1,0,1,5,5.17952
omega,Chr1,4022499,0.0839,303,1,FBgn0139237,scaffold113.11,FBpp0165706,0,0,1,5,41.0568
omega,Chr1,5083276,0.0839,489,3,FBgn0133858,scaffold45.90,FBpp0160313,0,0,1,5,8.11642
omega,Chr1,15070455,0.0838,2042,18,FBgn0138162,scaffold57.27,FBpp0164630,1,0,1,0,0
omega,Chr1,28764277,0.0838,80,2,FBgn0137372,scaffold154.10,FBpp0163838,0,1,1,5,2.80298
omega,Chr1,17248134,0.0837,278,2,FBgn0138264,scaffold67.29,FBpp0164732,1,0,1,1,2.84462
omega,Chr1,19021562,0.0837,255,1,FBgn0137748,scaffold56.48,FBpp0164214,1,0,1,5,72.266
omega,Chr1,27382411,0.0836,1032,10,FBgn0137414,scaffold53.34,FBpp0163880,0,1,1,1,4.21801
omega,Chr1,3359127,0.0835,369,4,FBgn0138830,scaffold38.34,FBpp0165298,0,0,1,5,73.2344
omega,Chr1,11027181,0.0834,193,1,FBgn0144220,scaffold78.32,FBpp0170707,0,0,1,5,133.753
omega,Chr1,12095232,0.0833,524,2,FBgn0144535,scaffold30.48,FBpp0171022,0,0,1,5,21.6372
omega,Chr1,15145914,0.0833,1161,6,FBgn0137925,scaffold57.31,FBpp0164392,1,0,1,5,8.17616
omega,Chr1,12791885,0.0832,595,2,FBgn0138057,scaffold42.102,FBpp0164525,0,0,1,2,8.84835
omega,Chr1,14944352,0.0831,526,2,FBgn0137931,scaffold57.21,FBpp0164398,1,0,1,1,2.83942
omega,Chr1,5722973,0.083,199,3,FBgn0133750,scaffold45.22,FBpp0160204,0,0,1,5,5.95678
omega,Chr1,4254510,0.0829,982,5,FBgn0139244,scaffold138.12,FBpp0165713,0,0,1,5,48.8828
omega,Chr1,26308489,0.0829,1058,10,FBgn0138654,scaffold130.5,FBpp0165122,0,1,1,5,5.227
omega,Chr1,4760015,0.0828,611,9,FBgn0133815,scaffold45.121,FBpp0160269,0,0,1,4,5.61763
omega,Chr1,8489118,0.0827,565,4,FBgn0144335,scaffold71.16,FBpp0170822,0,0,1,4,10.8849
omega,Chr1,5295921,0.0826,439,5,FBgn0133769,scaffold45.54,FBpp0160223,0,0,1,5,30.5142
omega,Chr1,14842131,0.0826,394,1,FBgn0137936,scaffold57.12,FBpp0164403,1,0,1,2,4.50815
omega,Chr1,21892285,0.0825,150,2,FBgn0138488,scaffold36_1.7,FBpp0164956,1,0,1,5,218.716
omega,Chr1,17276339,0.0824,929,5,FBgn0138266,scaffold67.34,FBpp0164734,1,0,1,5,28.997
omega,Chr1,17222653,0.0822,312,5,FBgn0137833,scaffold67.27,FBpp0164300,1,0,1,5,7.8974
